央视频道,#genre#
山西卫视,http://[409:8087:4c0a::::]:640/70000005/UmaiCHAN344BESTVSMGSMG9/index.m3u8?AuthInfo=QMDGEPbWPP3DjIiDYe%FVk3W3SdmLwbEV7Q3UxSspgooEmO6VXVvhioBVey8C3tH0ch4cDQ%BGP3FvlbMPA%3D%3D
宁夏卫视,http://[409:8087:4c0a::::]:640/70000005/UmaiCHAN6078BESTVSMGSMG9/index.m3u8?AuthInfo=VtKRdkeghTjoV0%FuXjlguy0Us6UMJDCWii8ML3CC0fsAIZdxT57mQqRv6kYiTbg070WbacOTjRa6Z%BkGx7zzQ%3D%3D
青海卫视,http://[409:8087:4c0a::::]:640/70000005/UmaiCHAN6706BESTVSMGSMG9/index.m3u8?AuthInfo=jDoYCEfx%BPyfrxhiaobgCd77g5iTQTOGelP%BXskAviDhBlCIxmWHsezH7cbFxoRsVSvkIZ035oIPLwcouoRA%3D%3D
新疆卫视,http://[409:8087:4c0a::::]:640/70000005/UmaiCHAN6387BESTVSMGSMG9/index.m3u8?AuthInfo=kXVqgwiFNDsA8L8UADdmhrJcUqDvxZ7R%B8bCC6d7DbXblwpIemcXrx6dm77V9UZj%BQbuo0UKiviA94OiXEA%3D%3D
西藏卫视,http://[409:8087:4c0a::::]:640/70000005/UmaiCHAN77574BESTVSMGSMG9/index.m3u8?AuthInfo=Kgq9oZls%F0LFdnWkV6XKjcemen%FrJ3GEDfSTzbh7UxUrQNsHe4Jft3wTZAuZeUodzEZrZcXcJKDD6r3ZA%3D%3D
内蒙古卫视,http://[409:8087:4c0a::::]:640/70000005/UmaiCHAN79469BESTVSMGSMG9/index.m3u8?AuthInfo=7lAOfreToIabkYEBYF%BWCg%BFJmNHniNGz9lIf%FFuMRNPINSc7cKQZCTuuz5ZoufoEYBG34BsDXZsLnY%B%BGcEw%3D%3D
兵团卫视,http://[409:8087:4c0a::::]:640/70000005/UmaiCHAN6389BESTVSMGSMG9/index.m3u8?AuthInfo=kXVqgwiFNDsA8L8UADdmg0lb%BtkfnGmv76VRSC5BUjrd9dcupuLFZtkbnZDWncykI0zNYTgRcsAj5Z6uTckA%3D%3D

斗鱼轮播,#genre#

贝爷求生,http://43.38.70.9:35455/douyu/454867
电影01厅,http://59.75.85.63:35455/douyu/045
电影02厅,http://59.75.85.63:35455/douyu/40
电影03厅,http://59.75.85.63:35455/douyu/85894
电影04厅,http://59.75.85.63:35455/douyu/6384
电影05厅,http://59.75.85.63:35455/douyu/747764
电影06厅,http://59.75.85.63:35455/douyu/045
电影07厅,http://59.75.85.63:35455/douyu/33876
电影08厅,http://59.75.85.63:35455/douyu/640589
电影09厅,http://59.75.85.63:35455/douyu/87704
电影10厅,http://59.75.85.63:35455/douyu/436390
电影1厅,http://59.75.85.63:35455/douyu/8859
电影2厅,http://59.75.85.63:35455/douyu/36337
电影3厅,http://59.75.85.63:35455/douyu/9949
电影4厅,http://59.75.85.63:35455/douyu/580
电影5厅,http://59.75.85.63:35455/douyu/894533
电影6厅,http://59.75.85.63:35455/douyu/56864
电影7厅,http://59.75.85.63:35455/douyu/433
电影8厅,http://59.75.85.63:35455/douyu/965304
电影9厅,http://59.75.85.63:35455/douyu/884650
电影0厅,http://59.75.85.63:35455/douyu/65374
高清4K影视,http://59.75.85.63:35455/douyu/9496
豆瓣高分,http://59.75.85.63:35455/douyu/87704
特辑影院,http://59.75.85.63:35455/douyu/3637778
漫威影片,http://59.75.85.63:35455/douyu/640589
霍格影片,http://59.75.85.63:35455/douyu/884650
恐怖经典,http://59.75.85.63:35455/douyu/65374
华语经典,http://59.75.85.63:35455/douyu/43497
华语电影,http://59.75.85.63:35455/douyu/398
神乐影片,http://59.75.85.63:35455/douyu/85894
吃米滴虫,http://59.75.85.63:35455/douyu/35457
可乐电影,http://59.75.85.63:35455/douyu/045
变种人电影,http://59.75.85.63:35455/douyu/965304
奶虫恐怖电影,http://59.75.85.63:35455/douyu/6384
贝爷MAX厅,http://59.75.85.63:35455/douyu/433
贝爷电影1厅,http://59.75.85.63:35455/douyu/580
贝爷电影2厅,http://59.75.85.63:35455/douyu/36337
神乐影院1厅,https://tc-tc-interact.douyucdn.cn/dyliveflv/85894rmovieChow_900p.m3u8
神乐影院2厅,https://tc-tc-interact.douyucdn.cn/dyliveflva/40rK7MO9bXSq_900.m3u8
瑶瑶恐怖版,http://59.75.85.63:35455/douyu/93533
怡寶影院版,http://59.75.85.63:35455/douyu/43497
小黛兮影版,http://59.75.85.63:35455/douyu/553944
连续剧1厅,http://59.75.85.63:35455/douyu/454969
连续剧2厅,http://59.75.85.63:35455/douyu/7639
林氏电影1厅,http://59.75.85.63:35455/douyu/8859
林氏电影2厅,http://59.75.85.63:35455/douyu/735603

